시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
김중업건축박물관,공립,경기도 안양시 만안구 안양예술공원로103번길 4 (석수동),경기도 안양시 만안구 석수동 212-1번지,37.4176732,126.9159323,031-687-0909,안양문화예술재단,http://www.ayac.or.kr/museum/main/main.asp,문화상품점+황토마루카페+물품보관소+응급대기실+수유실+자전거보관대,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,,건축박물관,,031-8045-2062,경기도 안양시,2017-11-15
안양박물관,공립,경기도 안양시 만안구 안양예술공원로103번길 4 (석수동),경기도 안양시 만안구 석수동 212-1번지,37.4176732,126.9159323,031-687-0909,안양문화예술재단,http://www.ayac.or.kr/museum/anyang/anyang_01.asp,문화상품점+황토마루카페+물품보관소+응급대기실+수유실+자전거보관대,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,,역사박물관,,031-8045-2062,경기도 안양시,2017-11-15
돌석도예박물관,사립,경기도 안양시 만안구 병목안로 306,경기도 안양시 만안구 안양동 1126번지,37.3791442,126.9027933,031-464-7734,돌석도예박물관,http://dolsukmuseum.net/,문화상품점+황토마루카페+물품보관소+응급대기실+수유실+자전거보관대,09:00,18:00,09:00,18:00,매주 월요일,3000,2000,1000,65세이상 무료,옹기박물관,,031-8045-2062,경기도 안양시,2017-03-13
덕포진교육박물관,사립,경기도 김포시 대곶면 덕포진로103번길 90,경기도 김포시 대곶면 신안리 224-4번지,37.6506247,126.5387635,031-989-8580,덕포진교육박물관,http://www.덕포진교육박물관.kr/,,09:00,18:00,09:00,18:00,-,2500,2000,1500,단체 20퍼센트 할인,"""덕포진전시관에는 중포와 소포의 실물을 보실 수 있으며, 덕포진 포대 전시상황 및 포대모형도 재현되어 있다. 그 밖에 조선전서나 손돌의 전설 전자북·우저서원·홀기등의 유물과 통일신라시대(단경호, 양이부소호), 조선시대(백자동자상, 백자표형병, 백자대접, 백자장군)의 유물들과 수안산성·동성산에서 출토된 기와·청동제말·석기·석총·니탄층 등이 전시되어 있으며, 덕포진 포대 발굴현황에 대한 영상실이 설치되어 있다.""",48번 국도(김포/강화방면) → 누산사거리에서 352번 도로 → 대명항 방면으로 좌회전 → 대명항을 약 1Km정도 남겨두고 우측,031-980-2965,김포도시공사,2017-05-30
보름산미술관,사립,경기도 김포시 고촌읍 수기로 100-78,경기도 김포시 신곡리 893-1,37.5961949,126.760857,031-985-0005,보름산미술관,http://www.boroomsan.com,카페,10:00,17:00,13:00,17:00,매주 월요일,0,0,0,무료,고촌 보름산 자락에 자리잡은 지역문화 공간,김포 고촌버스정류장 하차 후 도보 15분,031-985-0005,보름산미술관,2017-05-30
CICA미술관,사립,경기도 김포시 양촌읍 삼도로 196-30,경기도 김포시 학운리 1556,37.6081905,126.5978384,031-988-6363,CICA미술관,http://cicamuseum.com,카페,10:30,17:00,10:30,17:00,"""매주 월, 화요일""",5000,5000,3000,김포시민 3000원,양촌읍 학운산단에 위치한 문화공간으로 실험적인 아티스트들의 연구 공간이자 누구나 쉽게 현대미술을 접하고 생활 전반에 응용할 수 있는 열린 공간,올림픽대로 ‘한강신도시 IC’에서 약 30분 거리,031-988-6363,CICA미술관,2017-05-30
다도박물관,사립,경기도 김포시 월곶면 애기봉로275번길 187-51,경기도 김포시 개곡리 830-1,37.7377831,126.5744552,031-998-1000,다도박물관,http://tour.gimpo.go.kr/culture/content.do?menu_cd=101686,-,10:00,17:00,10:00,17:00,매주 월요일,5000,4000,3000,"""할인가: 지역주민(김포관내) : 단체요금적용(신분증 또는 증빙서류지참) 장애인(1~6급) : 50퍼센트(동반1인포함, 증빙서류 지참) 문화의 날(매월 마지막주 수요일) : 개인입장객 50퍼센트 적용 군인 : 50퍼센트( 증빙서류 지참) 무료: 36개월미만 : 무료 (부모 동반시적용, 단체는 적용제외) 국가유공자 :무료 (본인무료/증빙자료지참)""","""다도전시관, 연못, 정자, 보트, 투호, 야외결혼식장, 잔디광장, 박물관문화대학 운영, 다도예절 강습과 연꽃차 시음""",자가이용 : 김포국제조각공원에서 애기봉으로 가는 길의 중간쯤 위치,031-998-1000,다도박물관,2017-05-30
CICA미술관,사립,경기도 김포시 삼도로 196-30,경기도 김포시 양촌읍 학운리 1556번지,37.6081001,126.597738,031-988-6363,CICA미술관,http://www.cicamuseum.com,,10:00,18:00,10:00,18:00,월,5000,0,0,,,,031-980-2488,김포시,2017-05-30
보름산미술관,사립,경기도 김포시 수기로 100-78,경기도 김포시 고촌읍 신곡리 893-1번지,37.596163,126.760913,031-985-0005,보름산미술관,http://www.boroomsan.com/,,10:00,18:00,10:00,18:00,월,0,0,0,,,,031-980-2488,김포시,2017-05-30
외할머니의 부엌,사립,경기도 김포시 덕포진로 103번길 95-7,경기도 김포시 대곶면 신안리 222번지,37.649977,126.538958,031-984-1993,외할머니의 부엌,블로그  외할머니의 부엌,,10:00,18:00,10:00,18:00,월,2000,1000,1000,,,,031-980-2488,김포시,2017-05-30
김포다도박물관,사립,경기도 김포시 애기봉로 275번길 187-49,경기도 김포시 월곶면 개곡리 832번지,37.737557,126.574376,031-998-1000,김포다도박물관,caf?.daum.net/iyemyung,,10:00,18:00,10:00,18:00,월,5000,3000,3000,,,,031-980-2488,김포시,2017-05-30
덕포진교육박물관,사립,경기도 김포시 덕포진로 103번길 90,경기도 김포시 대곶면 신안리 232-1번지,37.650616,126.538711,031-989-8580,덕포진교육박물관,www.덕포진교육박물관.kr,,10:00,18:00,10:00,18:00,월,3000,2000,1500,,,,031-980-2488,김포시,2017-05-30
가일미술관,사립,경기도 가평군 청평면 북한강로 1549,경기도 가평군 청평면 삼회리 609-6,37.6600185,127.3793615,031-584-4722,가일미술관,www.gailart.org,"""주차장(100대), 사진촬영허가""",10:00,19:00,10:00,18:00,"""매주 월요일, 설날, 추석""",3000,2500,2500,"""7세미만 어린이, 국가유공자 및 장애인 무료 20인이상 2000원""","""시각예술을 바탕으로 다양한 국내외 작가들의 기획전시와 함께 예술교육이 이루어지며, 매달 정기공연을 통해 지역사회의 문화공간역할을 담당하고 있다.""",서종IC-청평방향으로 우회전 5분거리,031-584-4722,가일미술관,2017-11-16
남송미술관,사립,경기도 가평군 북면 백둔로 322,경기도 가평군 북면 백둔리 198-9,37.9043998,127.4719645,031-581-0772,남송미술관,www.namsongart.com,"""주차장(10대), 장애인시설(승강기)""",10:00,18:00,10:00,18:00,"""매주 월요일, 설날, 추석""",3000,2000,2000,"""4세미만 어린이, 국가유공자 및 장애인,경로우대증 소유자 무료 성인 20명 단체 2000원 학생 10명 단체 1000원""","""가평 전원의 아름다운 풍경과 현대 미술의 세계가 만나 다양한 문화와 예술을 감상할 수 있는 가평의 대표적인 문화 예술 전시 공간이다. 설립자 남궁원 작가의 풍부한 작품과 그간 수집해 왔던 미술품을 기반으로 가평지역의 미술문화 발전을 위해 다양한 예술품들을 전시하여 감상, 체험과 교육의 기회를 제공한다.""","""버스:33-1,33-8,33-4,50-1,50-3""",031-581-0772,남송미술관,2017-11-16
설미재미술관,사립,경기도 가평군 설악면 유명로 1454-38,경기도 가평군 설악면 신천리 721-15,37.6607799,127.4820605,031-585-6276,설미재미술관,www.artsm.kr,"""주차장(20대), 사진촬영허가""",10:00,17:00,10:00,17:00,매주 월요일,3000,2500,2500,"""7세미만 어린이, 국가유공자 및 장애인, 매월 마지막 수요일 무료""",비전 있는 젊은 작가를 육성하여 작가 공동체를 활성화 하고 아울러 전문적인 미술교육 체험 프로그램을 개발하여 지역 사회 학생들에게 창의적 미술교육을 실행,"""버스:6-10,32-11,32-14""",031-585-6276,설미재미술관,2017-11-16
일지미술관,사립,경기도 가평군 조종면 운악청계로 140,경기도 가평군 조종면 현리 49-3,37.8327807,127.3452777,031-585-0180,일지미술관,없음,"""주차장(20대), 사진촬영허가""",09:00,19:00,10:00,18:00,무휴,0,0,0,0,대도시와 산간 농촌의 중간층인 가평의 예술적 특징과 이질적인 분위기의 주민구조를 문화로 해소하고자하는 전시,"""버스:31-9,31-2""",031-585-0180,일지미술관,2017-11-16
충주고구려천문과학관,국립,충청북도 충주시 중앙탑면 묘곡내동길 100,충청북도 충주시 중앙탑면 하구암리 143-3,37.040354,127.848417,043-842-3247,㈜천문우주기획,www.gogostar.kr,"""주관측실, 보조관측실,천체투영실, 시청각실, 전시실""",14:00,22:00,14:00,22:00,"""매주일요일, 국경일, 기념일""",3000,2000,1000,0,충주고구려천문과학관은 시민들에게 천문우주과학 지식을 보급하고 우리지역의 밤하늘을 보조하기 위해 노력 하고 있음.,,043-850-5973,충주시청 문화예술과,2017-11-30
세계무술박물관,국립,충청북도 충주시 남한강로26,충청북도 충주시 금릉동 600,36.591766,127.544059,043-850-6733,세계무술박물관,없음,없음,09:00,18:00,09:00,18:00,"""신정,설날,추석,매주 월""",0,0,0,0,충주세계물술박물관은 그동안 열렸던 충주세계무술축제의 성과를 전시하고 세계무술의 다양한 모습과 가치를 만드는 곳이다.,없음,043-850-6733,관광과,2017-11-30
충렬사유물전시관,국립,충청북도 충청북도 충주시 충열1길 6(단월동),충청북도 충주시 단월동 385-1,36.946228,127.906206,043-850-7302,충주 임충민공충렬사 관리사무소,무,주차장,09:00,18:00,09:00,18:00,연중무휴,0,0,0,0,임충민공 충렬사는 선조27년 충주에서 태어난 임경업장군의 충절을 기리기 위해 세운 사당이며 장군이 사용했던 유품을 충렬사유물전시관에 전시하고 있음,자가운전 : 충주IC→달천사거리(우회전)→건국대학교→달천동주민센터건너편→충주임충민공충렬사대중교통 : 충주공용버스터미널에서 610번 버스 이용,043-850-5982,충주시청 문화예술과,2017-11-30
충주박물관,국립,충청북도 충주시 중앙탑길 112-28,충청북도 충주시 중앙탑면 47-5,37.017107,127.865611,043-850-3927,충주박물관,www.chungju.go.kr/museum,"""안내실,자료실,강당""",09:00,18:00,09:00,18:00,"""매주월요일,1월1일, 구정, 추석당일""",0,0,0,,"""역사실민속실, 선사삼국실,고려조선실, 항쟁실,충주인물실,체험실로 구성""","""시내버스4,50분간격 운행, 도심에서3,40분소요""",043-850-0708,충주시,2017-11-30
조동리선사유적박물관,국립,충청북도 충주시 동량면 조동1길 15,충청북도 충주시 동량면 조동리 1371,37.026491,127.961838,043-850-3991,선사유적박물관,www.chungju.go.kr/museum,"""안내실,자료실,강당""",09:00,18:00,09:00,18:00,"""매주월요일,1월1일, 구정, 추석당일""",0,0,0,,"""조동리선사문화실,조동리농경실,농학자허문회선생기념실로 구성""","""시내버스1시간간격 운행, 도심에서3,40분 소요""",043-850-0708,충주시,2017-11-30
충주과수과학관,국립,충청북도 충주시 동량면 충원대로 1346,충청북도 충주시 동량면 대전리 1665-1,37.044768,127.929021,043-850-3258,충주시농업기술센터,www.cja.go.kr,,09:00,18:00,09:00,18:00,"""매주 일요일 정기휴관, 법정공휴일 및 법정휴일, 동절기 임시휴관""",0,0,0,,"""충주 사과, 복숭아 홍보관""",,043-850-3258,충주시농업기술센터,2017-11-30
한국교통대학교 박물관,대학,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123번지,36.969013,127.871751,043-841-5696,한국교통대학교,http://museum.ut.ac.kr,"""커피숍, 편의점, 식당 등""",10:00,17:00,09:00,18:00,법정공휴일,0,0,0,0,"""산업기술 분야를 중심으로 한 고고역사,미술,공예 및 민속 관련 자료를 수집,전시하고 교직원 및 학생의 관람과 교육연구 자료로서 공여하여 향토문화의 인식계몽에 기어코자 함.""","""서울 → 충주(동서울터미널, 강남터미널 1시간 30분)수원 → 충주(직통, 직행 1시간 30분)청주 → 충주(직통, 직행 1시간)원주·제천 → 충주(직행 50분)문경·점촌 → 충주(직행 1시간)충주시외버스터미널 → 한국교통대학교(주덕방향 시내버스 5분)""",043-841-5696,한국교통대학교,2017-11-30
세계술문화박물관,사립,충청북도 충주시 중앙탑면 묘곡내동길 100,충청북도 충주시 중앙탑면 탑정안길 12,37.018767,127.865646,043-855-7333,세계술문화박물관,www.liquorium.com,"""전시실, 아트홀, 교육실, 수장고, 자료실""",10:00,18:00,09:00,18:00,"""매주월요일, 설전날, 설당일, 추석전날, 추석당일, 신정""",5000,4000,4000,0,"""세계술문화박물관 리쿼리움,발효교육관은 발효에 관련된 역사 문화 및 제조 유물을 수집, 전시한 종합 발효문화 박물관으로서 발효의 원리와 예술적 가치를 탐색하고 옛 선조들의 전통을 계승보존하며 지역 문화 예술발전에 공헌하고 있습니다. 전시관과 함께 교육관 야외 잔디 공연장을 자체적으로 확보하고 있으며, 발효과학 체험과 전통발효음식, 청소년 음주예방교육 프로그램을 제공하여 과학예술과 어우러진 문화의 공간으로 노력하고 있습니다.""",,043-855-7333,세계술문화박물관,2017-11-30
한얼문예박물관,사립,강원도 횡성군 우천면 경강로 2885-2,강원도 횡성군 우천면 산전리 426-3,37.488287,128.072096,033-345-0151,한얼문예박물관,www.hemuseum.net,"""휴게실 (정자각), 박물관 교실1칸""",09:30,18:00,09:30,18:00,매주 월요일,0,0,0,,조선시대 추사김정희 작품 전시,,033-340-2225,강원도 횡성군,2017-11-20
밀양시립박물관,공립,경상남도 밀양시 밀양대공원로 100,경상남도 밀양시 교동 485-4번지,35.503432,128.759364053,055-359-5589,밀양시립박물관,http://museum.miryang.go.kr/main/,"""문화상품점, 휴게실""",09:00,18:00,09:00,18:00,"""매주월요일(단, 공휴일경우, 다음날 휴관)설, 추석 당일1월 1일""",1000,700,500,"""* 20인이상 단체 30 감면* 예술인패스, 그린카드, 임산부 30감면* 6세 이하~65세 이상 무료* 독립유공자, 국가유공자, 장애인, 다자녀, 다문화, 한부모가족 등 무료""","""1974년 4월 밀양군립박물관으로 개관한 이래 박물관에서는 낙동강 유역의 문화와 역사를 조명하며 밀양지역의 다양한 자료를 수집, 전시하고있는 경남 최초의 공립박물관""","""시내버스: 1, 2, 4-2, 5, 6, 9번 밀양향교 하차후 5분 도보""",055-359-5589,밀양시청,2017-11-27
고창판소리박물관,공립,전라북도 고창군 고창읍 동리로 100,전라북도 고창군 고창읍 읍내리 241-1,35.4322881,126.7004753,063-560-8061,전라북도 고창군청,http://www.gochang.go.kr/pansorimuseum,"""장애인편의시설, 휠체어""",09:00,06:00,09:00,06:00,"""매주 월요일, 1월 1일.""",800,500,0,,"""판소리박물관은 판소리 이론가이자 개작자이며 후원가였던 동리 신재효 및 진채선, 김소희 등 다수의 명창을 기념하고 판소리 전통을 계승 발전시키기 위하여 동리 신재효 선생의 고택자리에 설립되었다.""",고창군청 에서 100미터 고창 터미날에  500미터,063-560-2453,전라북도 고창군 문화시설사업소,2017-11-30
독도박물관,공립,경상북도 울릉군 울릉읍 약수터길 90-17,경상북도 울릉군 울릉읍 도동리 581-1,37.483436,130.900931,054-790-6436,독도박물관,http://www.dokdomuseum.go.kr/,장애인 및 노약자를 위한 엘리베이터,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,독도박물관은 1997년 8월 8일 개관한 국내 유일의 영토박물관,,054-791-2191,경상북도 울릉군청,2017-12-01
